date,product_id,product_name,category,units_sold,price,promotion
2026-04-18,P012,طقم هدايا عطور فاخر,هدايا,6,650.0,0
2026-04-19,P012,طقم هدايا عطور فاخر,هدايا,1,650.0,0
2026-04-20,P012,طقم هدايا عطور فاخر,هدايا,10,650.0,0
2026-04-21,P012,طقم هدايا عطور فاخر,هدايا,7,650.0,0
2026-04-22,P012,طقم هدايا عطور فاخر,هدايا,3,650.0,0
2026-04-23,P012,طقم هدايا عطور فاخر,هدايا,7,650.0,0
2026-04-24,P012,طقم هدايا عطور فاخر,هدايا,9,650.0,0
2026-04-25,P012,طقم هدايا عطور فاخر,هدايا,13,650.0,0
2026-04-26,P012,طقم هدايا عطور فاخر,هدايا,12,650.0,0
2026-04-27,P012,طقم هدايا عطور فاخر,هدايا,7,543.86,1
2026-04-28,P012,طقم هدايا عطور فاخر,هدايا,40,543.86,1
2026-04-29,P012,طقم هدايا عطور فاخر,هدايا,16,650.0,0
2026-04-30,P012,طقم هدايا عطور فاخر,هدايا,14,543.86,1
2026-05-01,P012,طقم هدايا عطور فاخر,هدايا,24,543.86,1
2026-05-02,P012,طقم هدايا عطور فاخر,هدايا,12,543.86,1
2026-05-03,P012,طقم هدايا عطور فاخر,هدايا,32,543.86,1
2026-05-04,P012,طقم هدايا عطور فاخر,هدايا,19,650.0,0
2026-05-05,P012,طقم هدايا عطور فاخر,هدايا,5,650.0,0
2026-05-06,P012,طقم هدايا عطور فاخر,هدايا,1,650.0,0
2026-05-07,P012,طقم هدايا عطور فاخر,هدايا,15,650.0,0
2026-05-08,P012,طقم هدايا عطور فاخر,هدايا,3,650.0,0
2026-05-09,P012,طقم هدايا عطور فاخر,هدايا,13,650.0,0
2026-05-10,P012,طقم هدايا عطور فاخر,هدايا,8,650.0,0
2026-05-11,P012,طقم هدايا عطور فاخر,هدايا,12,650.0,0
2026-05-12,P012,طقم هدايا عطور فاخر,هدايا,6,650.0,0
2026-05-13,P012,طقم هدايا عطور فاخر,هدايا,4,650.0,0
2026-05-14,P012,طقم هدايا عطور فاخر,هدايا,4,650.0,0
2026-05-15,P012,طقم هدايا عطور فاخر,هدايا,18,650.0,0
2026-05-16,P012,طقم هدايا عطور فاخر,هدايا,13,650.0,0
2026-05-17,P012,طقم هدايا عطور فاخر,هدايا,4,650.0,0
2026-05-18,P012,طقم هدايا عطور فاخر,هدايا,1,650.0,0
2026-05-19,P012,طقم هدايا عطور فاخر,هدايا,6,543.86,1
2026-05-20,P012,طقم هدايا عطور فاخر,هدايا,17,543.86,1
2026-05-21,P012,طقم هدايا عطور فاخر,هدايا,39,543.86,1
2026-05-22,P012,طقم هدايا عطور فاخر,هدايا,37,543.86,1
2026-05-23,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-05-24,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-05-25,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-05-26,P012,طقم هدايا عطور فاخر,هدايا,12,689.41,0
2026-05-27,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-05-28,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-05-29,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-05-30,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-05-31,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-06-01,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-06-02,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-06-03,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-06-04,P012,طقم هدايا عطور فاخر,هدايا,21,576.83,1
2026-06-05,P012,طقم هدايا عطور فاخر,هدايا,11,576.83,1
2026-06-06,P012,طقم هدايا عطور فاخر,هدايا,10,576.83,1
2026-06-07,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-06-08,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-06-09,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-06-10,P012,طقم هدايا عطور فاخر,هدايا,13,689.41,0
2026-06-11,P012,طقم هدايا عطور فاخر,هدايا,19,689.41,0
2026-06-12,P012,طقم هدايا عطور فاخر,هدايا,10,689.41,0
2026-06-13,P012,طقم هدايا عطور فاخر,هدايا,10,689.41,0
2026-06-14,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-06-15,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-06-16,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-06-17,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-06-18,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-06-19,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-06-20,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-06-21,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-06-22,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-06-23,P012,طقم هدايا عطور فاخر,هدايا,12,689.41,0
2026-06-24,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-06-25,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-06-26,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-06-27,P012,طقم هدايا عطور فاخر,هدايا,19,689.41,0
2026-06-28,P012,طقم هدايا عطور فاخر,هدايا,2,576.83,1
2026-06-29,P012,طقم هدايا عطور فاخر,هدايا,10,576.83,1
2026-06-30,P012,طقم هدايا عطور فاخر,هدايا,21,576.83,1
2026-07-01,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-07-02,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-07-03,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-07-04,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-07-05,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-07-06,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-07-07,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-07-08,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-07-09,P012,طقم هدايا عطور فاخر,هدايا,10,689.41,0
2026-07-10,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-11,P012,طقم هدايا عطور فاخر,هدايا,15,576.83,1
2026-07-12,P012,طقم هدايا عطور فاخر,هدايا,9,576.83,1
2026-07-13,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-14,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-07-15,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-07-16,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-07-17,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-07-18,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-07-19,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-20,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-21,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-07-22,P012,طقم هدايا عطور فاخر,هدايا,1,689.41,0
2026-07-23,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-24,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-07-25,P012,طقم هدايا عطور فاخر,هدايا,12,689.41,0
2026-07-26,P012,طقم هدايا عطور فاخر,هدايا,15,576.83,1
2026-07-27,P012,طقم هدايا عطور فاخر,هدايا,5,576.83,1
2026-07-28,P012,طقم هدايا عطور فاخر,هدايا,11,576.83,1
2026-07-29,P012,طقم هدايا عطور فاخر,هدايا,4,576.83,1
2026-07-30,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-07-31,P012,طقم هدايا عطور فاخر,هدايا,10,689.41,0
2026-08-01,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-02,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-03,P012,طقم هدايا عطور فاخر,هدايا,0,689.41,0
2026-08-04,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-08-05,P012,طقم هدايا عطور فاخر,هدايا,31,576.83,1
2026-08-06,P012,طقم هدايا عطور فاخر,هدايا,9,576.83,1
2026-08-07,P012,طقم هدايا عطور فاخر,هدايا,12,576.83,1
2026-08-08,P012,طقم هدايا عطور فاخر,هدايا,6,576.83,1
2026-08-09,P012,طقم هدايا عطور فاخر,هدايا,13,689.41,0
2026-08-10,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-11,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-08-12,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-08-13,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-14,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-15,P012,طقم هدايا عطور فاخر,هدايا,14,689.41,0
2026-08-16,P012,طقم هدايا عطور فاخر,هدايا,12,689.41,0
2026-08-17,P012,طقم هدايا عطور فاخر,هدايا,10,689.41,0
2026-08-18,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-08-19,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-08-20,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-08-21,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-08-22,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-08-23,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-08-24,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-08-25,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-08-26,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-08-27,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-08-28,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-08-29,P012,طقم هدايا عطور فاخر,هدايا,9,689.41,0
2026-08-30,P012,طقم هدايا عطور فاخر,هدايا,5,689.41,0
2026-08-31,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-09-01,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-09-02,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-09-03,P012,طقم هدايا عطور فاخر,هدايا,4,689.41,0
2026-09-04,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-09-05,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-09-06,P012,طقم هدايا عطور فاخر,هدايا,3,689.41,0
2026-09-07,P012,طقم هدايا عطور فاخر,هدايا,13,689.41,0
2026-09-08,P012,طقم هدايا عطور فاخر,هدايا,2,689.41,0
2026-09-09,P012,طقم هدايا عطور فاخر,هدايا,7,689.41,0
2026-09-10,P012,طقم هدايا عطور فاخر,هدايا,8,689.41,0
2026-09-11,P012,طقم هدايا عطور فاخر,هدايا,6,689.41,0
2026-09-12,P012,طقم هدايا عطور فاخر,هدايا,31,689.41,0
2026-03-17,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-03-18,P013,عطر التوت البري 50 مل,عطور نسائية,7,145.0,0
2026-03-19,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-03-20,P013,عطر التوت البري 50 مل,عطور نسائية,4,145.0,0
2026-03-21,P013,عطر التوت البري 50 مل,عطور نسائية,5,145.0,0
2026-03-22,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-03-23,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-03-24,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-03-25,P013,عطر التوت البري 50 مل,عطور نسائية,10,145.0,0
2026-03-26,P013,عطر التوت البري 50 مل,عطور نسائية,7,145.0,0
2026-03-27,P013,عطر التوت البري 50 مل,عطور نسائية,14,145.0,0
2026-03-28,P013,عطر التوت البري 50 مل,عطور نسائية,7,145.0,0
2026-03-29,P013,عطر التوت البري 50 مل,عطور نسائية,9,145.0,0
2026-03-30,P013,عطر التوت البري 50 مل,عطور نسائية,5,145.0,0
2026-03-31,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-04-01,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-04-02,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-04-03,P013,عطر التوت البري 50 مل,عطور نسائية,29,121.92,1
2026-04-04,P013,عطر التوت البري 50 مل,عطور نسائية,8,121.92,1
2026-04-05,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-04-06,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-04-07,P013,عطر التوت البري 50 مل,عطور نسائية,4,145.0,0
2026-04-08,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-04-09,P013,عطر التوت البري 50 مل,عطور نسائية,4,145.0,0
2026-04-10,P013,عطر التوت البري 50 مل,عطور نسائية,6,145.0,0
2026-04-11,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-04-12,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-04-13,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-04-14,P013,عطر التوت البري 50 مل,عطور نسائية,4,145.0,0
2026-04-15,P013,عطر التوت البري 50 مل,عطور نسائية,9,145.0,0
2026-04-16,P013,عطر التوت البري 50 مل,عطور نسائية,11,145.0,0
2026-04-17,P013,عطر التوت البري 50 مل,عطور نسائية,25,121.92,1
2026-04-18,P013,عطر التوت البري 50 مل,عطور نسائية,19,121.92,1
2026-04-19,P013,عطر التوت البري 50 مل,عطور نسائية,35,121.92,1
2026-04-20,P013,عطر التوت البري 50 مل,عطور نسائية,11,145.0,0
2026-04-21,P013,عطر التوت البري 50 مل,عطور نسائية,6,145.0,0
2026-04-22,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-04-23,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-04-24,P013,عطر التوت البري 50 مل,عطور نسائية,4,145.0,0
2026-04-25,P013,عطر التوت البري 50 مل,عطور نسائية,14,145.0,0
2026-04-26,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-04-27,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-04-28,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-04-29,P013,عطر التوت البري 50 مل,عطور نسائية,5,145.0,0
2026-04-30,P013,عطر التوت البري 50 مل,عطور نسائية,6,145.0,0
2026-05-01,P013,عطر التوت البري 50 مل,عطور نسائية,14,145.0,0
2026-05-02,P013,عطر التوت البري 50 مل,عطور نسائية,25,121.92,1
2026-05-03,P013,عطر التوت البري 50 مل,عطور نسائية,25,121.92,1
2026-05-04,P013,عطر التوت البري 50 مل,عطور نسائية,21,121.92,1
2026-05-05,P013,عطر التوت البري 50 مل,عطور نسائية,30,121.92,1
2026-05-06,P013,عطر التوت البري 50 مل,عطور نسائية,6,145.0,0
2026-05-07,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-05-08,P013,عطر التوت البري 50 مل,عطور نسائية,11,145.0,0
2026-05-09,P013,عطر التوت البري 50 مل,عطور نسائية,16,145.0,0
2026-05-10,P013,عطر التوت البري 50 مل,عطور نسائية,10,145.0,0
2026-05-11,P013,عطر التوت البري 50 مل,عطور نسائية,6,145.0,0
2026-05-12,P013,عطر التوت البري 50 مل,عطور نسائية,7,145.0,0
2026-05-13,P013,عطر التوت البري 50 مل,عطور نسائية,11,145.0,0
2026-05-14,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-05-15,P013,عطر التوت البري 50 مل,عطور نسائية,21,145.0,0
2026-05-16,P013,عطر التوت البري 50 مل,عطور نسائية,12,145.0,0
2026-05-17,P013,عطر التوت البري 50 مل,عطور نسائية,14,145.0,0
2026-05-18,P013,عطر التوت البري 50 مل,عطور نسائية,20,145.0,0
2026-05-19,P013,عطر التوت البري 50 مل,عطور نسائية,10,145.0,0
2026-05-20,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-05-21,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-05-22,P013,عطر التوت البري 50 مل,عطور نسائية,32,145.0,0
2026-05-23,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-05-24,P013,عطر التوت البري 50 مل,عطور نسائية,18,145.0,0
2026-05-25,P013,عطر التوت البري 50 مل,عطور نسائية,16,145.0,0
2026-05-26,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-05-27,P013,عطر التوت البري 50 مل,عطور نسائية,14,145.0,0
2026-05-28,P013,عطر التوت البري 50 مل,عطور نسائية,30,145.0,0
2026-05-29,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-05-30,P013,عطر التوت البري 50 مل,عطور نسائية,23,145.0,0
2026-05-31,P013,عطر التوت البري 50 مل,عطور نسائية,11,145.0,0
2026-06-01,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-06-02,P013,عطر التوت البري 50 مل,عطور نسائية,2,145.0,0
2026-06-03,P013,عطر التوت البري 50 مل,عطور نسائية,7,145.0,0
2026-06-04,P013,عطر التوت البري 50 مل,عطور نسائية,9,145.0,0
2026-06-05,P013,عطر التوت البري 50 مل,عطور نسائية,28,121.92,1
2026-06-06,P013,عطر التوت البري 50 مل,عطور نسائية,23,121.92,1
2026-06-07,P013,عطر التوت البري 50 مل,عطور نسائية,46,121.92,1
2026-06-08,P013,عطر التوت البري 50 مل,عطور نسائية,23,121.92,1
2026-06-09,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-06-10,P013,عطر التوت البري 50 مل,عطور نسائية,15,145.0,0
2026-06-11,P013,عطر التوت البري 50 مل,عطور نسائية,10,145.0,0
2026-06-12,P013,عطر التوت البري 50 مل,عطور نسائية,22,121.92,1
2026-06-13,P013,عطر التوت البري 50 مل,عطور نسائية,30,121.92,1
2026-06-14,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-06-15,P013,عطر التوت البري 50 مل,عطور نسائية,13,145.0,0
2026-06-16,P013,عطر التوت البري 50 مل,عطور نسائية,17,145.0,0
2026-06-17,P013,عطر التوت البري 50 مل,عطور نسائية,9,145.0,0
2026-06-18,P013,عطر التوت البري 50 مل,عطور نسائية,17,145.0,0
2026-06-19,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-06-20,P013,عطر التوت البري 50 مل,عطور نسائية,21,145.0,0
2026-06-21,P013,عطر التوت البري 50 مل,عطور نسائية,8,145.0,0
2026-06-22,P013,عطر التوت البري 50 مل,عطور نسائية,3,145.0,0
2026-06-23,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-06-24,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-06-25,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-06-26,P013,عطر التوت البري 50 مل,عطور نسائية,108,118.44,1
2026-06-27,P013,عطر التوت البري 50 مل,عطور نسائية,39,118.44,1
2026-06-28,P013,عطر التوت البري 50 مل,عطور نسائية,4,140.86,0
2026-06-29,P013,عطر التوت البري 50 مل,عطور نسائية,12,140.86,0
2026-06-30,P013,عطر التوت البري 50 مل,عطور نسائية,12,140.86,0
2026-07-01,P013,عطر التوت البري 50 مل,عطور نسائية,2,140.86,0
2026-07-02,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-07-03,P013,عطر التوت البري 50 مل,عطور نسائية,40,118.44,1
2026-07-04,P013,عطر التوت البري 50 مل,عطور نسائية,36,118.44,1
2026-07-05,P013,عطر التوت البري 50 مل,عطور نسائية,23,140.86,0
2026-07-06,P013,عطر التوت البري 50 مل,عطور نسائية,7,140.86,0
2026-07-07,P013,عطر التوت البري 50 مل,عطور نسائية,10,140.86,0
2026-07-08,P013,عطر التوت البري 50 مل,عطور نسائية,25,118.44,1
2026-07-09,P013,عطر التوت البري 50 مل,عطور نسائية,9,118.44,1
2026-07-10,P013,عطر التوت البري 50 مل,عطور نسائية,17,118.44,1
2026-07-11,P013,عطر التوت البري 50 مل,عطور نسائية,2,140.86,0
2026-07-12,P013,عطر التوت البري 50 مل,عطور نسائية,9,140.86,0
2026-07-13,P013,عطر التوت البري 50 مل,عطور نسائية,27,118.44,1
2026-07-14,P013,عطر التوت البري 50 مل,عطور نسائية,43,118.44,1
2026-07-15,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-07-16,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-07-17,P013,عطر التوت البري 50 مل,عطور نسائية,13,140.86,0
2026-07-18,P013,عطر التوت البري 50 مل,عطور نسائية,15,140.86,0
2026-07-19,P013,عطر التوت البري 50 مل,عطور نسائية,18,140.86,0
2026-07-20,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-07-21,P013,عطر التوت البري 50 مل,عطور نسائية,5,140.86,0
2026-07-22,P013,عطر التوت البري 50 مل,عطور نسائية,10,140.86,0
2026-07-23,P013,عطر التوت البري 50 مل,عطور نسائية,3,140.86,0
2026-07-24,P013,عطر التوت البري 50 مل,عطور نسائية,23,140.86,0
2026-07-25,P013,عطر التوت البري 50 مل,عطور نسائية,19,140.86,0
2026-07-26,P013,عطر التوت البري 50 مل,عطور نسائية,20,118.44,1
2026-07-27,P013,عطر التوت البري 50 مل,عطور نسائية,11,118.44,1
2026-07-28,P013,عطر التوت البري 50 مل,عطور نسائية,2,140.86,0
2026-07-29,P013,عطر التوت البري 50 مل,عطور نسائية,3,140.86,0
2026-07-30,P013,عطر التوت البري 50 مل,عطور نسائية,13,140.86,0
2026-07-31,P013,عطر التوت البري 50 مل,عطور نسائية,4,140.86,0
2026-08-01,P013,عطر التوت البري 50 مل,عطور نسائية,9,118.44,1
2026-08-02,P013,عطر التوت البري 50 مل,عطور نسائية,9,118.44,1
2026-08-03,P013,عطر التوت البري 50 مل,عطور نسائية,21,118.44,1
2026-08-04,P013,عطر التوت البري 50 مل,عطور نسائية,24,140.86,0
2026-08-05,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-08-06,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-08-07,P013,عطر التوت البري 50 مل,عطور نسائية,26,118.44,1
2026-08-08,P013,عطر التوت البري 50 مل,عطور نسائية,32,118.44,1
2026-08-09,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-08-10,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-08-11,P013,عطر التوت البري 50 مل,عطور نسائية,4,140.86,0
2026-08-12,P013,عطر التوت البري 50 مل,عطور نسائية,26,140.86,0
2026-08-13,P013,عطر التوت البري 50 مل,عطور نسائية,4,140.86,0
2026-08-14,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-08-15,P013,عطر التوت البري 50 مل,عطور نسائية,12,140.86,0
2026-08-16,P013,عطر التوت البري 50 مل,عطور نسائية,7,140.86,0
2026-08-17,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-08-18,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-08-19,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-08-20,P013,عطر التوت البري 50 مل,عطور نسائية,7,140.86,0
2026-08-21,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-08-22,P013,عطر التوت البري 50 مل,عطور نسائية,11,140.86,0
2026-08-23,P013,عطر التوت البري 50 مل,عطور نسائية,9,140.86,0
2026-08-24,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-08-25,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-08-26,P013,عطر التوت البري 50 مل,عطور نسائية,3,140.86,0
2026-08-27,P013,عطر التوت البري 50 مل,عطور نسائية,7,140.86,0
2026-08-28,P013,عطر التوت البري 50 مل,عطور نسائية,10,140.86,0
2026-08-29,P013,عطر التوت البري 50 مل,عطور نسائية,12,140.86,0
2026-08-30,P013,عطر التوت البري 50 مل,عطور نسائية,8,140.86,0
2026-08-31,P013,عطر التوت البري 50 مل,عطور نسائية,6,140.86,0
2026-09-01,P013,عطر التوت البري 50 مل,عطور نسائية,3,140.86,0
2026-09-02,P013,عطر التوت البري 50 مل,عطور نسائية,5,140.86,0
2026-09-03,P013,عطر التوت البري 50 مل,عطور نسائية,7,140.86,0
2026-09-04,P013,عطر التوت البري 50 مل,عطور نسائية,2,140.86,0
2026-09-05,P013,عطر التوت البري 50 مل,عطور نسائية,17,140.86,0
2026-09-06,P013,عطر التوت البري 50 مل,عطور نسائية,13,140.86,0
2026-09-07,P013,عطر التوت البري 50 مل,عطور نسائية,0,140.86,0
2026-09-08,P013,عطر التوت البري 50 مل,عطور نسائية,16,140.86,0
2026-09-09,P013,عطر التوت البري 50 مل,عطور نسائية,1,140.86,0
2026-09-10,P013,عطر التوت البري 50 مل,عطور نسائية,2,140.86,0
2026-09-11,P013,عطر التوت البري 50 مل,عطور نسائية,14,140.86,0
2026-09-12,P013,عطر التوت البري 50 مل,عطور نسائية,4,140.86,0
2026-03-17,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,22,130.0,0
2026-03-18,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,23,130.0,0
2026-03-19,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,12,130.0,0
2026-03-20,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,23,130.0,0
2026-03-21,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,5,130.0,0
2026-03-22,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-03-23,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,15,130.0,0
2026-03-24,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,17,130.0,0
2026-03-25,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,7,130.0,0
2026-03-26,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,10,130.0,0
2026-03-27,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,8,130.0,0
2026-03-28,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,15,130.0,0
2026-03-29,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,12,130.0,0
2026-03-30,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-03-31,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,11,130.0,0
2026-04-01,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,15,130.0,0
2026-04-02,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,27,130.0,0
2026-04-03,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-04-04,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,10,130.0,0
2026-04-05,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-04-06,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,12,130.0,0
2026-04-07,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,22,130.0,0
2026-04-08,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-04-09,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,16,130.0,0
2026-04-10,P014,عطر الفانيلا الحلو 50 مل,عطور نسائية,5,130.0,0
